UID,Rk,Player,playerid,Age,Tm,Lg,Season,G_Totals,GS_Totals,MP_Totals,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,draftyr,draftrd,draftpk,SeasonN,DraftTeam,playedForDrafter,YrFirstSeason,DraftEra,Seasonstartyr,Seasonendyr,Salary,Source
davised012011-12,1422,Ed Davis,davised01,22,TOR,NBA,2011-12,66,9,1534,14.2,0.003,0.316,10.4,23,16.7,6.5,1.4,3.4,14.9,13.8,108,101,1.6,2.3,3.9,0.121,-1.7,2.6,0.9,1.1,2010,1,13,2,TOR,Yes,2010,1&DoneEra,2011,2012,2063040.00, bballref 
davised012012-13,1685,Ed Davis,davised01,23,TOT,NBA,2012-13,81,28,1631,17.8,0,0.346,10.9,22.8,16.7,6.7,1.2,4.2,10.2,17.6,114,102,2.9,2.4,5.4,0.159,-0.8,1.6,0.8,1.1,2010,1,13,3,TOR,?,2010,1&DoneEra,2012,2013,2207040.00, bballref 
davised012013-14,1950,Ed Davis,davised01,24,MEM,NBA,2013-14,63,4,956,15.9,0,0.307,11.4,20.9,16.1,4.5,0.9,3.7,10.8,17.8,110,103,1.2,1.4,2.6,0.129,-1.9,0.5,-1.3,0.2,2010,1,13,4,TOR,No,2010,1&DoneEra,2013,2014,3153860.00, bballref 
davised012014-15,2217,Ed Davis,davised01,25,LAL,NBA,2014-15,79,24,1840,20,0,0.403,13.3,23.1,18,8.3,1.4,4.3,9.5,14.8,124,107,4.6,1.6,6.3,0.164,1.1,1.9,3,2.3,2010,1,13,5,TOR,No,2010,1&DoneEra,2014,2015,981084.00, bballref 
davisgl012007-08,1951,Glen Davis,davisgl01,22,BOS,NBA,2007-08,69,1,940,11.3,0,0.679,12.8,13.5,13.2,4.6,1.7,1.7,18.5,17.4,105,99,0.6,1.9,2.5,0.128,-2.7,1.1,-1.6,0.1,2007,2,35,1,SEA,No,2007,1&DoneEra,2007,2008,427163.00, bballref 
davisgl012008-09,2218,Glen Davis,davisgl01,23,BOS,NBA,2008-09,76,16,1637,10.7,0.011,0.396,9.4,12.8,11.2,6.5,1.7,0.9,11.8,17.1,106,103,1,2.7,3.7,0.108,-2.1,1.1,-1,0.4,2007,2,35,2,SEA,No,2007,1&DoneEra,2008,2009,711517.00, bballref 
davisgl012009-10,2449,Glen Davis,davisgl01,24,BOS,NBA,2009-10,54,1,933,11.5,0.014,0.495,13.7,13.3,13.5,5.9,1.2,1.2,13.5,19.7,103,106,0.5,1.2,1.6,0.084,-2.5,-0.5,-3,-0.2,2007,2,35,3,SEA,No,2007,1&DoneEra,2009,2010,3000000.00, bballref 
davisgl012010-11,2684,Glen Davis,davisgl01,25,BOS,NBA,2010-11,78,13,2298,12.8,0.019,0.331,5.7,16.4,11.4,6.6,1.8,1,8.5,20.9,101,100,0.6,4.3,4.9,0.102,-2.8,1.4,-1.4,0.3,2007,2,35,4,SEA,No,2007,1&DoneEra,2010,2011,3300000.00, bballref 
davisgl012011-12,2929,Glen Davis,davisgl01,26,ORL,NBA,2011-12,61,13,1427,13.2,0.026,0.313,8.5,18.4,13.4,5.9,1.6,1,11,22.4,96,103,0,1.7,1.7,0.057,-3.8,-0.4,-4.2,-0.8,2007,2,35,5,SEA,No,2007,1&DoneEra,2011,2012,6300000.00, bballref 
davishu011995-96,6386,Hubert Davis,davishu01,25,NYK,NBA,1995-96,74,14,1773,14.8,0.472,0.228,2.4,5.7,4.1,9.6,0.9,0.3,9.2,18,122,109,4,1.6,5.6,0.151,2.3,-2,0.4,1.1,1992,1,20,4,NYK,Yes,1992,HSEra,1995,1996,1116000.00, bballref 
davishu011996-97,6635,Hubert Davis,davishu01,26,TOR,NBA,1996-97,36,0,623,7.4,0.38,0.125,2,5.6,3.8,8.9,0.9,0.3,9.8,15.5,99,114,0,0.1,0.1,0.01,-3.1,-3.2,-6.3,-0.7,1992,1,20,5,NYK,No,1992,HSEra,1996,1997,1295000.00, bballref 
davisma021995-96,4943,Mark Davis,davisma02,22,MIN,NBA,1995-96,57,0,571,10.9,0.087,0.779,11.7,14.5,13.1,12.6,3.6,2.9,25.4,20.8,88,105,-0.8,0.8,-0.1,-0.005,-3.9,2.1,-1.9,0,1995,2,48,1,MIN,Yes,1995,HSEra,1995,1996,200000.00, bballref 
davisma021996-97,5164,Mark Davis,davisma02,23,PHI,NBA,1996-97,75,17,1705,13.7,0.174,0.314,8.6,12.1,10.3,12.9,2.5,1.3,16.2,18,105,110,1.3,1,2.3,0.065,-0.3,-0.1,-0.4,0.7,1995,2,48,2,MIN,No,1995,HSEra,1996,1997,247500.00, bballref 
davisma021997-98,5402,Mark Davis,davisma02,24,PHI,NBA,1997-98,71,12,906,10.9,0.025,0.414,8.1,12,10,13.5,2.9,1.5,24,18.8,89,104,-0.8,1,0.2,0.01,-3.4,0.9,-2.5,-0.1,1995,2,48,3,MIN,No,1995,HSEra,1997,1998,326700.00, bballref 
davisma021998-99,5638,Mark Davis,davisma02,25,MIA,NBA,1998-99,4,1,35,-3.1,0,1,7.4,16.1,12.1,4.6,1.6,0,44.8,22.1,67,98,-0.1,0.1,-0.1,-0.122,-10.4,-0.5,-11,-0.1,1995,2,48,4,MIN,No,1995,HSEra,1998,1999,216350.00, imputed - average of prior and following years 
davisma021999-00,5897,Mark Davis,davisma02,26,GSW,NBA,1999-00,23,7,464,9.8,0.015,0.343,6.6,12.8,9.5,12.8,2.7,0.6,20.2,17.9,88,107,-0.4,0.3,-0.1,-0.012,-3.9,0.1,-3.8,-0.2,1995,2,48,5,MIN,No,1995,HSEra,1999,2000,106000.00, bballref 
davispa012006-07,2450,Paul Davis,davispa01,22,LAC,NBA,2006-07,31,0,180,11.2,0,0.192,14.1,15.2,14.6,6.4,1.8,2.2,12.4,16.5,99,105,0,0.2,0.2,0.066,-3.1,-0.2,-3.4,-0.1,2006,2,34,1,LAC,Yes,2006,1&DoneEra,2006,2007,412718.00, bballref 
davispa012007-08,2685,Paul Davis,davispa01,23,LAC,NBA,2007-08,22,1,194,9,0,0.154,14.8,13.2,14,8.8,1.6,2.3,11.5,18.6,90,108,-0.2,0.2,0,-0.007,-4.5,0.1,-4.4,-0.1,2006,2,34,2,LAC,Yes,2006,1&DoneEra,2007,2008,687456.00, bballref 
davispa012008-09,2930,Paul Davis,davispa01,24,LAC,NBA,2008-09,27,1,320,10.7,0.01,0.347,9.8,14.5,12.1,6.1,1.6,0.7,10.3,17.9,102,112,0.1,0.2,0.2,0.037,-3.9,-1.7,-5.6,-0.3,2006,2,34,3,LAC,Yes,2006,1&DoneEra,2008,2009,328416.00, bballref 
davispa012009-10,3182,Paul Davis,davispa01,25,WAS,NBA,2009-10,2,0,8,33.3,0,0.5,0,0,0,73.8,0,9.5,0,27.6,129,111,0,0,0,0.295,4.5,-9.2,-4.7,0,2006,2,34,4,LAC,No,2006,1&DoneEra,2009,2010,80488.00, bballref 
davisri011998-99,4223,Ricky Davis,davisri01,19,CHH,NBA,1998-99,46,1,557,12.9,0.06,0.295,8.9,8.9,8.9,19.2,2.9,0.9,19.3,23.8,90,103,-0.4,0.5,0.2,0.015,-2.3,-0.2,-2.6,-0.1,1998,1,21,1,CHH,Yes,1998,HSEra,1998,1999,680000.00, bballref 
davisri011999-00,4477,Ricky Davis,davisri01,20,CHH,NBA,1999-00,48,4,570,15.3,0.021,0.273,5.9,10.4,8.2,18.9,2.7,1,18,20.1,100,102,0.3,0.8,1.1,0.092,-1.3,0.3,-1,0.1,1998,1,21,2,CHH,Yes,1998,HSEra,1999,2000,878160.00, bballref 
davisri012000-01,4710,Ricky Davis,davisri01,21,MIA,NBA,2000-01,7,0,70,18.9,0.034,0.276,1.7,10.2,5.9,31,3.9,2.2,13.3,26,100,95,0.1,0.1,0.2,0.139,-1,1.3,0.3,0,1998,1,21,3,CHH,No,1998,HSEra,2000,2001,939360.00, bballref 
davisri012001-02,4944,Ricky Davis,davisri01,22,CLE,NBA,2001-02,82,8,1954,15.9,0.045,0.318,3.8,10.7,7.3,16.6,1.9,0.9,14.3,24.4,103,109,1.9,0.8,2.8,0.068,-0.2,-1.6,-1.8,0.1,1998,1,21,4,CHH,No,1998,HSEra,2001,2002,1496400.00, bballref 
davisri012002-03,5165,Ricky Davis,davisri01,23,CLE,NBA,2002-03,79,76,3131,16.1,0.139,0.316,3.4,10.7,7,26.5,2,0.8,14.2,27.1,98,108,1.5,1.5,3,0.046,1,-1.4,-0.3,1.3,1998,1,21,5,CHH,No,1998,HSEra,2002,2003,4546000.00, bballref 
dawsobr012015-16,871,Branden Dawson,dawsobr01,22,LAC,NBA,2015-16,6,0,29,7.1,0,0.2,7.6,7.4,7.5,0,0,2.7,0,8.5,113,110,0,0,0,0.069,-4.9,-1.7,-6.6,0,2015,2,56,1,NOP,No,2015,1&DoneEra,2015,2016,525093.00, bballref 
dayeau012009-10,1423,Austin Daye,dayeau01,21,DET,NBA,2009-10,69,4,915,12.8,0.322,0.19,4.2,19.8,11.5,6.3,1.5,2.4,13.1,18.5,105,110,0.6,0.7,1.3,0.067,-1.9,-0.8,-2.7,-0.2,2009,1,15,1,DET,Yes,2009,1&DoneEra,2009,2010,1677840.00, bballref 
dayeau012010-11,1686,Austin Daye,dayeau01,22,DET,NBA,2010-11,72,16,1446,13,0.365,0.229,5.2,18.6,11.6,8.5,1.5,2.2,10.2,18.6,106,110,1.2,0.9,2.1,0.07,-0.6,-0.7,-1.3,0.3,2009,1,15,2,DET,Yes,2009,1&DoneEra,2010,2011,1803720.00, bballref 
dayeau012011-12,1954,Austin Daye,dayeau01,23,DET,NBA,2011-12,41,4,603,7.1,0.273,0.189,2.7,15.8,9,9.2,2,2.8,14,21.9,80,104,-1.3,0.6,-0.6,-0.05,-5.6,-0.3,-5.9,-0.6,2009,1,15,3,DET,Yes,2009,1&DoneEra,2011,2012,1929600.00, bballref 
dayeau012012-13,2219,Austin Daye,dayeau01,24,TOT,NBA,2012-13,55,0,676,12.9,0.471,0.163,2.7,18.8,10.6,10.1,1.1,2.6,11.5,17.1,109,104,0.8,0.9,1.6,0.117,-0.8,0.1,-0.7,0.2,2009,1,15,4,DET,?,2009,1&DoneEra,2012,2013,2958077.00, bballref 
dayeau012013-14,2451,Austin Daye,dayeau01,25,TOT,NBA,2013-14,22,1,148,11,0.544,0.147,3.9,16.4,10.4,8.2,1.4,2,6.5,23.7,94,103,-0.1,0.2,0.1,0.047,-1.8,-1.4,-3.2,0,2009,1,15,5,DET,?,2009,1&DoneEra,2013,2014,947907.00, bballref 
dayto011995-96,6388,Todd Day,dayto01,26,TOT,NBA,1995-96,79,12,1807,13.5,0.37,0.351,4.3,9.9,7,9.5,2.2,2,10.4,25.2,101,109,0.4,1.5,1.9,0.049,-0.8,-1.3,-2.1,0,1992,1,8,4,MIL,?,1992,HSEra,1995,1996,2518000.00, bballref 
dayto011996-97,6637,Todd Day,dayto01,27,BOS,NBA,1996-97,81,27,2277,15.5,0.348,0.331,5.1,12.1,8.3,8.6,2.4,1.6,10,24,105,111,2.1,1.2,3.2,0.068,0.4,-1.8,-1.5,0.3,1992,1,8,5,MIL,No,1992,HSEra,1996,1997,2915000.00, bballref 
declean011995-96,4945,Andrew DeClercq,declean01,22,GSW,NBA,1995-96,22,1,203,12.1,0.02,0.38,10.1,12,11.1,6.8,1.8,1.8,6.4,13.4,116,110,0.3,0.1,0.4,0.102,-1.1,-0.2,-1.3,0,1995,2,34,1,GSW,Yes,1995,HSEra,1995,1996,230000.00, bballref 
declean011996-97,5166,Andrew DeClercq,declean01,23,GSW,NBA,1996-97,71,1,1065,12.5,0,0.553,13.6,19.7,16.6,4.9,1.6,1.9,18.3,17.4,105,109,0.8,0.7,1.6,0.07,-2.1,-1.1,-3.2,-0.3,1995,2,34,2,GSW,Yes,1995,HSEra,1996,1997,276000.00, bballref 
declean011997-98,5403,Andrew DeClercq,declean01,24,BOS,NBA,1997-98,81,49,1523,13.2,0.003,0.494,12.8,18,15.2,5.9,2.9,2.5,16.9,14.1,106,102,1.4,2.1,3.4,0.108,-1.6,1.7,0.1,0.8,1995,2,34,3,GSW,No,1995,HSEra,1997,1998,1200000.00, bballref 
declean011998-99,5640,Andrew DeClercq,declean01,25,TOT,NBA,1998-99,47,32,1102,15,0,0.511,11.5,17,14.3,5.1,2.5,2.1,13.8,17,107,99,1.6,1.5,3.1,0.136,-0.5,1,0.5,0.7,1995,2,34,4,GSW,?,1995,HSEra,1998,1999,1440000.00, bballref 
declean011999-00,5899,Andrew DeClercq,declean01,26,CLE,NBA,1999-00,82,31,1831,11.4,0,0.361,9.4,17.5,13.4,5.1,1.7,2.6,17.4,14.8,100,102,0.6,2.3,2.9,0.077,-2.7,1.5,-1.1,0.4,1995,2,34,5,GSW,No,1995,HSEra,1999,2000,1680000.00, bballref 
decolna012012-13,1424,Nando De Colo,decolna01,25,SAS,NBA,2012-13,72,6,920,11.1,0.34,0.183,3.1,13.7,8.7,21.6,2.3,0.5,23.7,17.1,97,102,0,1.4,1.3,0.07,-2.1,1,-1,0.2,2009,2,53,1,SAS,Yes,2012,1&DoneEra,2012,2013,1400000.00, bballref 
decolna012013-14,1687,Nando De Colo,decolna01,26,TOT,NBA,2013-14,47,3,494,13.1,0.346,0.229,3.3,13.3,8.4,19.7,2.3,0.9,17.2,18.6,103,103,0.3,0.7,1,0.1,-1,0.6,-0.4,0.2,2009,2,53,2,SAS,?,2012,1&DoneEra,2013,2014,1463000.00, bballref 
deherte011995-96,5900,Terry Dehere,deherte01,24,LAC,NBA,1995-96,82,10,2018,16.7,0.461,0.477,2.4,6.2,4.3,27.3,1.4,0.6,18.7,22.6,115,114,4.5,0.5,5,0.119,3.2,-3.4,-0.2,0.9,1993,1,13,3,LAC,Yes,1993,HSEra,1995,1996,1680000.00, bballref 
deherte011996-97,6143,Terry Dehere,deherte01,25,LAC,NBA,1996-97,73,3,1053,12.4,0.418,0.386,1.6,9.2,5.3,24.6,1.3,0.2,17.6,23.1,103,111,0.7,0.5,1.2,0.056,-0.3,-3.4,-3.7,-0.5,1993,1,13,4,LAC,Yes,1993,HSEra,1996,1997,1905000.00, bballref 
deherte011997-98,6389,Terry Dehere,deherte01,26,SAC,NBA,1997-98,77,18,1410,10.8,0.293,0.22,1.6,6.9,4.2,22.4,1.9,0.2,16.3,18.6,99,109,0.3,0.7,1,0.035,-1.7,-2.4,-4.2,-0.8,1993,1,13,5,LAC,No,1993,HSEra,1997,1998,886125.00, bballref 
dekkesa012015-16,276,Sam Dekker,dekkesa01,21,HOU,NBA,2015-16,3,0,6,10.8,,,0,18.5,9.2,0,8.2,0,,0,,95,0,0,0,0.116,-5.3,5.8,0.5,0,2015,1,18,1,HOU,Yes,2015,1&DoneEra,2015,2016,1646400.00, bballref 
dekkesa012016-17,596,Sam Dekker,dekkesa01,22,HOU,NBA,2016-17,77,2,1419,13.1,0.436,0.159,7.2,14.6,10.9,7.7,1.3,1.2,8.2,14.9,115,110,1.9,1.2,3.1,0.104,-0.4,-0.6,-1,0.3,2015,1,18,2,HOU,Yes,2015,1&DoneEra,2016,2017,1720560.00, bballref 
dekkesa012017-18,874,Sam Dekker,dekkesa01,23,LAC,NBA,2017-18,73,1,883,11.5,0.232,0.216,5.6,16,10.8,6.2,1.3,0.9,10.4,15.5,107,111,0.6,0.6,1.2,0.066,-2.1,-1,-3.1,-0.2,2015,1,18,3,HOU,No,2015,1&DoneEra,2017,2018,1794600.00, bballref 
delebi011995-96,6877,Bison Dele,delebi01,26,LAC,NBA,1995-96,65,65,2157,17,0.008,0.349,8.2,19.5,13.7,9.4,1.7,1.9,17.7,22.2,106,109,2.1,1.9,4,0.09,-0.5,0.5,0,1.1,1991,1,10,5,ORL,No,1991,HSEra,1995,1996,2200000.00, bballref 
delfica012004-05,2452,Carlos Delfino,delfica01,22,DET,NBA,2004-05,30,4,459,8.6,0.299,0.342,3.3,10.6,7,13.3,2.6,1,14.6,16.1,91,101,-0.3,0.8,0.5,0.048,-3.5,1.2,-2.3,0,2003,1,25,1,DET,Yes,2004,HSEra,2004,2005,901920.00, bballref 
delfica012005-06,2931,Carlos Delfino,delfica01,23,DET,NBA,2005-06,68,1,726,10.6,0.265,0.296,4.5,14.1,9.3,9.7,1.6,1.5,12.4,19.1,98,103,0,1,1,0.067,-2.9,-0.1,-3.1,-0.2,2003,1,25,2,DET,Yes,2004,HSEra,2005,2006,969696.00, bballref 
delfica012006-07,3183,Carlos Delfino,delfica01,24,DET,NBA,2006-07,82,1,1372,12.8,0.367,0.237,5.8,17.2,11.5,10.2,1.8,0.5,12.8,16.5,105,104,1,1.9,2.9,0.101,-0.7,0.4,-0.4,0.6,2003,1,25,3,DET,Yes,2004,HSEra,2006,2007,1037280.00, bballref 
delfica012007-08,3450,Carlos Delfino,delfica01,25,TOR,NBA,2007-08,82,0,1928,13.6,0.497,0.247,4,18.1,11,11.3,1.9,0.5,9.7,19,107,106,1.7,2.3,4,0.1,0.9,0.4,1.3,1.6,2003,1,25,4,DET,No,2004,HSEra,2007,2008,1868141.00, bballref 
delfica012009-10,3722,Carlos Delfino,delfica01,27,MIL,NBA,2009-10,75,66,2279,12.9,0.499,0.163,2.4,18,9.8,14,1.8,0.7,13.2,18,103,103,1.1,3.7,4.8,0.101,-0.1,1.8,1.6,2.1,2003,1,25,5,DET,No,2004,HSEra,2009,2010,3500000.00, bballref 
delkto011996-97,4711,Tony Delk,delkto01,23,CHH,NBA,1996-97,61,1,867,14.2,0.438,0.199,4.5,9.2,6.9,18.5,2.3,0.5,19.6,18.8,108,110,1,0.6,1.6,0.087,1.1,-1.4,-0.3,0.4,1996,1,16,1,CHH,Yes,1996,HSEra,1996,1997,870000.00, bballref 
delkto011997-98,4946,Tony Delk,delkto01,24,TOT,NBA,1997-98,77,9,1681,13.1,0.197,0.189,2.3,8.8,5.5,19.3,2.3,0.5,11.2,25.3,94,107,-0.6,1.3,0.8,0.022,-1.3,-1.4,-2.7,-0.3,1996,1,16,2,CHH,?,1996,HSEra,1997,1998,1000680.00, bballref 
delkto011998-99,5167,Tony Delk,delkto01,25,GSW,NBA,1998-99,36,13,630,11.6,0.261,0.281,1.8,7.5,4.6,26.6,1.4,0.7,13.7,23.2,94,105,0,0.4,0.4,0.029,-1.5,-2,-3.5,-0.2,1996,1,16,3,CHH,No,1996,HSEra,1998,1999,1131000.00, bballref 
delkto011999-00,5405,Tony Delk,delkto01,26,SAC,NBA,1999-00,46,1,682,14.1,0.143,0.211,5.5,8,6.7,12.4,2.5,0.5,9.5,20.6,102,104,0.5,0.7,1.3,0.09,-0.9,-0.4,-1.3,0.1,1996,1,16,4,CHH,No,1996,HSEra,1999,2000,485000.00, bballref 
delkto012000-01,5642,Tony Delk,delkto01,27,PHO,NBA,2000-01,82,11,2288,13.4,0.182,0.255,3.7,9.3,6.5,12.1,1.7,0.5,9,22,100,101,1.7,2.9,4.6,0.096,-0.7,-0.4,-1.1,0.5,1996,1,16,5,CHH,No,1996,HSEra,2000,2001,2250000.00, bballref 
denglu012004-05,2686,Luol Deng,denglu01,19,CHI,NBA,2004-05,61,45,1663,14.2,0.181,0.251,6.2,15.4,10.8,14.8,1.5,1.2,14.1,22.4,98,100,0.1,2.9,3,0.086,-1.2,1.8,0.6,1.1,2004,1,7,1,PHO,No,2004,HSEra,2004,2005,2273400.00, bballref 
denglu012005-06,2932,Luol Deng,denglu01,20,CHI,NBA,2005-06,78,56,2604,15.8,0.082,0.289,5.6,17.1,11.4,9.7,1.4,1.5,8.9,20.4,106,103,2.7,3.8,6.5,0.12,-0.8,1.7,0.9,1.9,2004,1,7,2,PHO,No,2004,HSEra,2005,2006,2443920.00, bballref 
denglu012006-07,3184,Luol Deng,denglu01,21,CHI,NBA,2006-07,82,82,3071,18.7,0.006,0.295,5.5,15.9,10.8,11.8,1.6,1.2,10,22.2,112,100,5.7,5.6,11.3,0.176,0.8,1.9,2.7,3.6,2004,1,7,3,PHO,No,2004,HSEra,2006,2007,2614440.00, bballref 
denglu012007-08,3451,Luol Deng,denglu01,22,CHI,NBA,2007-08,63,59,2128,17,0.025,0.296,7,14.2,10.4,13.2,1.4,1.1,10.6,23.6,107,109,2.4,1.9,4.4,0.098,0.2,-0.1,0.1,1.1,2004,1,7,4,PHO,No,2004,HSEra,2007,2008,3320339.00, bballref 
denglu012008-09,3723,Luol Deng,denglu01,23,CHI,NBA,2008-09,49,46,1665,14.7,0.034,0.323,5.5,14.7,10.1,9,1.9,1.1,9.6,20,106,109,1.3,1.6,3,0.085,-1.1,0.3,-0.8,0.5,2004,1,7,5,PHO,No,2004,HSEra,2008,2009,9385000.00, bballref 
derozde012009-10,1427,DeMar DeRozan,derozde01,20,TOR,NBA,2009-10,77,65,1664,12.5,0.031,0.379,4.8,10.9,7.9,4.9,1.3,0.8,9.4,18.1,110,115,2,0.3,2.3,0.066,-0.9,-1.9,-2.8,-0.3,2009,1,9,1,TOR,Yes,2009,1&DoneEra,2009,2010,2282640.00, bballref 
derozde012010-11,1689,DeMar DeRozan,derozde01,21,TOR,NBA,2010-11,82,82,2851,14.5,0.045,0.348,3,10.2,6.5,8.6,1.5,0.8,9.8,23.2,106,115,2.8,0.5,3.2,0.055,-0.6,-1.9,-2.4,-0.3,2009,1,9,2,TOR,Yes,2009,1&DoneEra,2010,2011,2453880.00, bballref 
derozde012011-12,1956,DeMar DeRozan,derozde01,22,TOR,NBA,2011-12,63,63,2206,12.8,0.102,0.367,2.1,9,5.6,10.8,1.2,0.6,10.5,25,100,108,1.1,1.4,2.5,0.054,-1.4,-1.5,-2.8,-0.5,2009,1,9,3,TOR,Yes,2009,1&DoneEra,2011,2012,2625000.00, bballref 
derozde012012-13,2220,DeMar DeRozan,derozde01,23,TOR,NBA,2012-13,82,82,3013,14.7,0.097,0.347,1.9,10.9,6.3,12,1.3,0.6,9.6,24.2,105,110,3.1,1.6,4.7,0.075,-0.5,-1.4,-1.9,0,2009,1,9,4,TOR,Yes,2009,1&DoneEra,2012,2013,3344250.00, bballref 
derozde012013-14,2453,DeMar DeRozan,derozde01,24,TOR,NBA,2013-14,79,79,3017,18.4,0.149,0.448,2,11.3,6.6,18.9,1.5,0.7,9.5,28,110,107,5.8,3,8.8,0.141,1.4,-0.7,0.7,2,2009,1,9,5,TOR,Yes,2009,1&DoneEra,2013,2014,9500000.00, bballref 
dialde011999-00,3989,Derrick Dial,dialde01,24,SAS,NBA,1999-00,8,0,95,12,0.261,0.109,17.5,13.7,15.6,9.3,0.6,0.7,11.1,26.3,92,102,-0.1,0.1,0.1,0.032,-1.2,-2.4,-3.5,0,1998,2,52,1,SAS,Yes,1999,HSEra,1999,2000,301875.00, bballref 
dialde012000-01,4478,Derrick Dial,dialde01,25,SAS,NBA,2000-01,33,0,207,14.3,0.12,0.253,6.9,13.5,10.4,18.3,1,2,11.5,23.7,97,99,0.1,0.3,0.4,0.091,-1.3,-0.1,-1.4,0,1998,2,52,2,SAS,Yes,1999,HSEra,2000,2001,423500.00, bballref 
dialde012001-02,4712,Derrick Dial,dialde01,26,TOT,NBA,2001-02,32,0,299,11,0.092,0.2,5.2,16,10.6,18.6,1.8,1,10.9,22.1,88,101,-0.3,0.4,0.1,0.02,-4.5,-0.2,-4.7,-0.2,1998,2,52,3,SAS,?,1999,HSEra,2001,2002,540850.00, bballref 
dialde012003-04,4947,Derrick Dial,dialde01,28,ORL,NBA,2003-04,9,0,86,11.6,0.321,0.286,6.5,10.8,8.6,3.7,3.7,0,3.1,17.1,98,108,0,0,0.1,0.035,-1.8,-2.4,-4.2,0,1998,2,52,4,SAS,No,1999,HSEra,2003,2004,32375.00, bballref 
diallch012016-17,279,Cheick Diallo,diallch01,20,NOP,NBA,2016-17,17,0,199,16.8,0,0.276,12.1,26.7,19.4,3.2,1,2.9,7.6,20.5,107,105,0.2,0.3,0.5,0.111,-4.6,-1,-5.6,-0.2,2016,2,33,1,LAC,No,2016,1&DoneEra,2016,2017,543471.00, bballref 
diallch012017-18,599,Cheick Diallo,diallch01,21,NOP,NBA,2017-18,52,0,581,17,0,0.375,9.1,29.6,19.7,4.7,0.9,2.9,12,17.4,118,105,1.1,0.8,1.9,0.157,-2.8,-0.3,-3.1,-0.2,2016,2,33,2,LAC,No,2016,1&DoneEra,2017,2018,1312611.00, bballref 
diawbo012003-04,2933,Boris Diaw,diawbo01,21,ATL,NBA,2003-04,76,37,1919,8.8,0.083,0.297,6.6,13.5,10.1,14.9,1.6,1.4,26.3,11.4,93,107,-0.3,1.1,0.8,0.021,-2.6,1,-1.6,0.2,2003,1,21,1,ATL,Yes,2003,HSEra,2003,2004,1021080.00, bballref 
diawbo012004-05,3185,Boris Diaw,diawbo01,22,ATL,NBA,2004-05,66,25,1201,10,0.17,0.262,5,11.8,8.2,19.5,1.6,1.2,21,15.5,95,112,-0.3,0.4,0.1,0.005,-2.8,-1,-3.8,-0.5,2003,1,21,2,ATL,Yes,2003,HSEra,2004,2005,1097640.00, bballref 
diawbo012005-06,3452,Boris Diaw,diawbo01,23,PHO,NBA,2005-06,81,70,2874,17.3,0.035,0.279,6.3,15.1,10.8,24.9,1,2.1,16.5,17.9,115,106,5.9,3,8.9,0.149,1,2.1,3.1,3.7,2003,1,21,3,ATL,No,2003,HSEra,2005,2006,1174200.00, bballref 
diawbo012006-07,3724,Boris Diaw,diawbo01,24,PHO,NBA,2006-07,73,59,2268,13,0.079,0.211,4.9,11,8.1,21.7,0.6,1.2,19.9,15.4,111,109,3,1.5,4.6,0.097,0.2,0.8,1,1.7,2003,1,21,4,ATL,No,2003,HSEra,2006,2007,1870501.00, bballref 
diawbo012007-08,3990,Boris Diaw,diawbo01,25,PHO,NBA,2007-08,82,19,2308,12,0.063,0.2,5.2,12.7,9.3,19,1.3,1.1,18.1,16.6,103,109,1.1,1.9,3,0.063,-1.3,0.9,-0.4,1,2003,1,21,5,ATL,No,2003,HSEra,2007,2008,9000000.00, bballref 
diazgu012007-08,2935,Guillermo Diaz,diazgu01,22,LAC,NBA,2007-08,6,0,18,9.9,0.25,1.25,12.7,0,6.4,8.5,0,0,0,15.9,108,118,0,0,0,0.033,-1.7,-4.3,-5.9,0,2006,2,52,1,LAC,Yes,2007,1&DoneEra,2007,2008,56065.00, bballref 
dickada012002-03,3187,Dan Dickau,dickada01,24,ATL,NBA,2002-03,50,0,515,9.9,0.359,0.153,2.1,7.2,4.8,28.3,1.4,0.3,22.6,20.9,94,110,-0.1,0.1,0,0.001,-2.2,-4.1,-6.3,-0.6,2002,1,28,1,SAC,No,2002,HSEra,2002,2003,776880.00, bballref 
dickada012003-04,3453,Dan Dickau,dickada01,25,TOT,NBA,2003-04,43,0,294,9,0.306,0.143,2.8,7.4,5.1,21.8,3.1,0,20,20.6,89,106,-0.2,0.2,0,-0.003,-2.8,-2.4,-5.2,-0.2,2002,1,28,2,SAC,?,2002,HSEra,2003,2004,835200.00, bballref 
dickada012004-05,3725,Dan Dickau,dickada01,26,TOT,NBA,2004-05,71,46,2090,14.9,0.324,0.302,1.9,8.6,5.1,31,2,0.2,14.5,22.3,105,109,2.2,1.3,3.5,0.079,1.5,-1.8,-0.3,0.9,2002,1,28,3,SAC,?,2002,HSEra,2004,2005,893400.00, bballref 
dickada012005-06,3991,Dan Dickau,dickada01,27,BOS,NBA,2005-06,19,0,234,10.4,0.435,0.391,2.7,5.6,4.2,25.5,2.4,0.3,25,14.1,109,108,0.3,0.2,0.4,0.09,-1.1,-2.3,-3.4,-0.1,2002,1,28,4,SAC,No,2002,HSEra,2005,2006,2250000.00, bballref 
